Year,Kilometers_Driven,Fuel_Type,Transmission,Mileage,Power,Price
2017,10000,1,0,19.27,167.62,36.0
2011,54895,3,1,13.14,160.0,7.5
2015,80768,1,1,20.14,88.73,5.7
2019,12076,3,1,20.89,81.8,5.5
2016,49000,1,1,25.2,74.0,5.9
2015,42366,3,1,17.8,117.3,7.75
2008,122397,1,1,17.5,106.0,4.4
2017,50534,3,0,17.21,103.5,8.27
2014,55300,1,1,19.87,83.8,4.75
2008,73095,3,0,16.8,118.0,3.8
2011,51100,1,1,20.54,103.6,3.4
2016,13436,3,1,18.9,82.0,4.7
2008,76000,3,1,16.6,68.0,1.49
2016,63141,1,1,24.4,71.0,4.5
2014,74885,1,1,25.8,98.6,5.4
2016,14000,3,0,18.0,117.3,11.5
2012,56000,1,1,20.4,108.5,3.5
2010,46000,1,0,22.48,190.0,16.5
2012,51800,3,1,15.5,103.3,3.9
2007,81000,3,0,16.4,78.0,3.25
2018,17370,3,1,17.0,73.75,5.84
2016,18456,3,1,17.0,73.75,5.75
2010,59000,1,0,16.55,140.0,10.0
2013,51000,1,0,19.08,126.32,5.64
2019,29311,1,0,17.9,170.0,50.97
2016,31000,1,0,21.76,190.0,29.95
2014,80000,1,1,24.2,98.6,4.85
2016,33000,1,0,17.01,126.2,14.5
2011,71556,3,1,17.0,118.0,5.5
2011,85000,1,1,17.8,68.0,3.2
2016,91000,1,1,26.59,74.0,4.5
2014,58816,1,1,17.21,100.0,3.45
2015,63818,3,1,17.4,117.3,6.57
2014,40000,1,0,17.11,174.33,17.5
2013,77445,1,1,22.07,73.9,3.75
2017,14000,3,0,14.8,121.36,9.99
2012,85122,1,1,12.99,100.0,8.2
2015,61000,0,1,22.1,85.7,3.89
2015,63714,3,1,24.7,47.3,2.45
2017,60000,1,1,26.59,74.0,3.0
2017,33000,1,1,24.3,88.5,9.25
2014,79000,1,0,12.55,168.5,18.25
2013,67914,1,1,23.0,90.0,3.45
2015,58970,1,0,17.11,174.33,23.75
2013,60000,1,1,19.64,108.5,5.45
2017,35225,3,0,23.1,67.04,5.25
2012,62282,3,0,16.95,78.9,2.9
2010,80000,1,0,22.69,190.0,14.2
2018,43698,3,1,18.9,82.0,5.8
2017,28052,3,0,18.9,82.0,7.22
2016,29091,3,1,18.9,81.86,4.87
2013,63000,3,1,16.47,74.0,3.3
2007,91000,3,1,17.7,78.0,3.0
2014,30000,1,0,17.9,136.0,26.0
2017,24571,3,1,14.0,35.0,2.9
2014,45000,3,0,15.74,121.3,7.5
2015,24617,3,1,22.74,47.3,2.36
2017,26927,1,1,24.3,88.5,11.39
2013,87736,1,1,15.1,140.0,7.02
2016,35299,1,1,24.3,88.5,8.0
2017,51612,3,1,18.6,81.83,7.11
2009,65090,3,1,19.7,46.3,2.15
2013,40000,3,1,18.0,86.7,3.25
2013,71904,1,1,24.0,70.0,4.61
2008,87000,3,1,13.5,130.0,2.35
2014,33000,1,1,24.0,70.0,4.05
2009,22100,3,1,16.1,37.0,0.8
2014,59589,1,1,23.59,67.1,5.6
2015,44000,1,1,22.54,88.73,5.35
2017,12000,3,1,24.07,67.1,3.25
2012,66000,1,0,17.05,184.0,11.5
2016,38009,3,0,23.1,67.04,4.25
2009,35000,3,0,13.7,157.75,4.45
2009,70000,1,1,14.0,112.0,2.85
2014,86000,1,1,15.1,140.0,7.85
2016,32000,3,1,19.1,85.8,5.3
2017,15000,3,1,18.88,123.24,8.0
2014,69918,1,1,21.43,87.2,9.43
2012,39000,3,1,18.5,80.0,2.75
2018,1011,1,1,20.37,108.45,13.5
2009,85000,1,0,11.0,198.5,9.99
2017,46663,3,1,21.1,100.0,6.95
2015,27000,3,0,17.97,99.6,6.75
2015,15000,3,0,18.9,82.0,5.5
2018,10575,3,1,21.56,103.25,9.18
2014,12500,3,1,19.1,82.0,4.15
2012,52000,1,1,22.32,126.32,6.5
2015,49818,3,1,21.5,81.8,4.11
2008,90000,1,1,16.8,110.0,2.25
2015,52207,3,1,17.71,78.9,4.56
2015,49894,1,1,23.59,67.06,5.27
2019,13024,1,1,18.06,63.0,9.11
2017,26023,1,0,11.36,171.5,19.97
2016,42784,1,1,21.38,88.7,10.17
2014,115000,1,1,28.4,74.0,4.5
2019,30529,1,1,23.9,126.2,14.28
2012,14814,3,1,19.7,46.3,2.47
2016,58000,1,1,23.65,88.5,7.9
2011,68128,3,1,21.1,55.2,2.3
2013,63220,3,1,13.24,102.5,6.5
2016,30000,3,1,21.1,55.2,3.25
2017,27768,1,1,20.65,88.7,5.85
2014,53000,1,0,14.21,203.0,29.0
2014,87652,1,0,14.16,174.3,25.71
2008,94873,3,1,15.3,101.0,1.85
2015,56000,1,0,18.88,184.0,22.75
2018,18678,3,1,21.1,100.0,8.32
2014,30000,1,0,14.21,203.0,26.0
2013,59000,3,1,20.36,78.9,3.45
2017,13000,3,1,18.9,82.0,5.15
2014,74325,3,1,19.4,86.8,3.51
2015,45000,1,1,21.9,88.76,3.45
2013,57000,3,1,16.47,73.9,3.75
2008,80000,1,1,18.7,66.0,2.2
2013,62000,1,1,18.3,147.9,6.75
2014,45000,1,1,24.2,98.6,5.0
2012,105000,1,1,20.77,88.76,5.9
2013,26000,3,1,18.9,82.0,3.75
2014,48000,3,1,18.0,86.7,4.75
2011,112719,1,0,12.4,179.5,11.5
2017,5000,3,1,18.6,81.83,6.95
2016,16000,3,1,17.0,73.75,5.4
2011,63000,3,0,13.4,135.1,4.75
2011,28300,3,1,24.07,67.1,2.15
2016,12501,3,1,20.51,67.04,3.5
2016,56628,1,1,20.4,92.0,5.85
2010,105000,1,1,19.3,73.9,3.15
2016,52126,1,1,21.64,84.8,6.0
2010,38000,3,1,18.5,80.0,2.23
2016,50000,3,1,19.1,82.0,2.5
2015,50230,3,1,18.9,67.1,3.87
2014,31000,1,1,15.1,140.0,9.5
2014,79000,1,0,12.55,168.5,17.75
2010,115000,3,1,17.92,62.1,1.5
2013,41500,3,1,17.01,121.3,5.0
2014,54385,1,0,15.06,177.0,17.0
2011,56361,3,0,12.9,130.0,4.38
2018,22000,3,0,15.26,187.74,41.5
2017,8000,3,1,20.51,67.04,3.0
2018,28741,1,1,24.3,88.5,11.0
2012,117236,1,0,11.8,190.0,14.0
2016,30500,1,0,26.59,74.0,7.65
2018,5000,3,1,17.0,121.3,8.7
2016,42000,1,1,25.47,88.5,9.9
2010,32773,3,1,13.2,94.0,2.05
2016,19008,3,1,17.0,80.0,5.25
2012,32542,3,1,17.0,121.3,5.77
2010,94753,3,1,19.7,46.3,1.95
2011,70000,1,1,12.05,120.0,7.45
2012,68347,3,1,18.9,67.1,2.6
2011,72000,3,1,17.0,80.0,3.25
2010,75014,1,1,21.1,73.9,3.85
2013,65000,1,0,13.73,148.0,7.5
2012,55598,1,0,22.69,190.0,11.5
2013,50000,3,1,19.4,86.8,3.25
2014,65000,1,1,19.3,73.9,5.31
2013,49000,1,1,16.0,140.0,9.0
2016,7200,3,1,19.81,68.05,3.59
2016,43152,3,1,20.73,91.1,7.35
2013,112000,1,1,12.8,102.0,12.0
2017,23540,3,1,18.9,82.0,6.02
2008,82160,1,1,16.52,123.7,2.57
2013,57000,1,1,12.83,162.0,12.45
2015,39335,1,1,15.1,140.0,12.63
2014,62000,3,1,17.4,117.3,7.75
2014,60000,1,1,22.7,89.84,5.5
2015,35000,3,1,18.6,81.83,4.43
2016,32345,1,0,17.9,136.0,24.51
2014,47000,3,1,22.0,55.0,2.65
2011,36000,3,1,17.6,88.7,3.2
2016,75000,1,1,23.4,74.0,4.25
2008,38000,3,1,19.7,46.3,1.1
2015,57818,3,1,23.1,67.04,4.3
2015,45000,1,1,22.7,89.84,8.9
2015,75055,1,1,19.01,108.5,6.5
2009,65462,3,0,11.1,142.0,3.5
2008,76206,1,1,17.8,75.0,4.25
2018,25948,1,0,16.0,140.0,16.46
2016,28500,3,1,18.7,88.7,5.95
2015,28004,3,1,17.8,117.3,7.1
2011,25000,3,1,15.7,67.0,1.25
2013,82543,3,1,16.02,93.7,5.5
2013,30000,3,1,18.44,75.0,3.25
2010,27800,3,1,17.0,118.0,5.0
2016,33415,3,1,16.78,88.73,6.58
2013,38000,1,0,18.88,184.0,19.5
2017,41981,3,1,18.7,88.7,6.14
2013,77084,1,1,28.4,73.75,4.95
2013,71803,1,1,20.5,103.5,5.75
2013,73314,1,1,15.1,140.0,6.6
2015,69053,3,0,18.9,82.0,5.72
2009,79782,3,1,17.0,118.0,2.6
2011,90000,1,1,15.1,140.0,6.1
2013,65000,3,1,15.04,103.6,4.5
2013,76000,1,0,16.55,147.51,18.25
2012,28002,3,1,16.02,93.7,5.75
2010,63000,0,1,14.53,138.0,3.35
2010,70000,3,1,16.1,37.0,0.9
2011,66276,3,1,17.0,118.0,5.5
2014,45000,3,1,19.1,85.8,3.99
2014,67000,3,0,19.16,158.2,18.75
2014,43068,1,1,24.0,70.0,3.5
2016,40000,1,0,11.36,171.5,16.45
2011,50436,3,1,20.36,78.9,3.65
2014,21000,3,0,18.9,82.0,5.4
2018,2000,1,1,27.39,74.0,8.7
2016,14500,3,0,14.67,177.46,20.75
2010,68782,1,0,14.84,170.0,12.5
2011,35888,1,1,21.1,73.9,1.89
2012,47000,3,1,14.8,130.2,3.95
2015,93700,1,1,24.52,88.5,7.85
2014,45000,1,1,22.7,126.24,7.0
2016,55547,1,0,12.55,168.5,24.99
2013,69000,3,0,17.21,103.6,4.5
2014,32400,1,1,20.14,88.8,3.95
2012,79000,3,1,17.92,62.1,1.6
2014,45407,3,1,21.1,55.2,3.39
2017,19000,1,1,26.8,74.0,5.91
2017,19416,3,1,21.56,103.25,8.25
2012,15500,3,1,17.5,85.8,3.75
2017,12538,3,0,18.0,117.3,12.5
2015,44328,3,1,19.4,86.8,3.8
2014,63000,1,1,23.59,67.04,4.35
2015,103000,3,1,15.64,64.08,3.0
2016,50296,1,0,11.36,171.5,19.0
2013,95500,1,1,20.54,103.6,5.0
2014,72100,1,1,22.7,89.84,5.45
2010,19119,3,1,18.9,67.1,2.7
2015,75600,1,1,20.14,88.8,5.8
2018,26101,1,1,17.1,170.0,17.55
2016,7000,3,1,24.07,67.1,3.0
2013,50000,1,0,19.3,141.0,15.0
2016,30000,1,1,26.59,74.0,6.0
2016,38151,1,1,28.09,88.5,7.65
2009,116000,1,1,15.8,170.0,8.5
2013,22000,1,1,20.0,68.0,2.25
2010,60000,3,0,14.53,138.1,4.65
2016,38000,1,1,22.7,118.0,7.85
2011,51928,3,1,15.6,70.0,3.46
2018,3000,3,0,19.0,88.7,8.25
2006,67196,3,1,17.3,60.0,1.25
2012,100000,1,1,11.5,171.0,16.0
2015,65218,1,1,26.21,88.5,7.4
2016,53886,3,1,25.17,53.3,3.07
2011,50058,3,0,19.2,80.0,3.84
2016,64000,3,0,23.1,67.04,4.2
2018,41641,1,1,21.38,88.7,10.82
2016,44345,1,1,27.3,98.6,6.1
2011,45501,3,1,17.0,118.0,3.1
2012,50297,3,1,16.95,97.6,4.69
2011,87000,3,0,11.7,177.6,5.4
2016,120000,1,1,15.1,140.0,12.0
2018,17000,3,1,18.6,81.83,6.5
2014,100000,1,1,23.08,63.1,3.0
2015,50979,3,0,19.12,91.1,6.9
2011,41000,1,1,20.54,103.6,4.0
2011,24000,3,1,17.0,80.0,4.25
2008,44738,3,1,14.53,138.1,5.1
2014,37298,1,1,25.1,98.6,4.9
2014,42000,3,1,20.4,81.8,3.6
2016,45000,1,0,14.21,203.0,34.0
2015,102000,1,1,12.99,100.6,8.25
2011,70000,3,1,16.1,88.2,1.3
2018,27467,1,0,19.27,167.62,39.05
2015,15305,3,1,18.9,82.0,3.75
2010,70000,3,1,18.9,67.1,2.1
2016,36778,1,1,22.77,98.59,8.8
2015,25845,3,1,16.47,74.0,5.84
2018,33858,3,0,17.01,121.3,9.03
2017,12000,3,0,24.04,67.0,3.25
2013,33709,3,0,16.5,86.8,4.9
2018,32709,3,1,18.16,86.8,6.46
2014,72000,1,1,11.5,171.0,18.5
2013,31000,1,1,25.0,69.01,2.7
2016,70000,1,1,25.83,99.0,4.6
2014,61000,1,1,23.4,74.0,5.35
2011,72000,1,1,23.08,63.1,2.3
2016,49000,1,0,19.3,141.0,15.45
2014,42939,1,0,16.96,138.03,12.49
2011,54000,3,1,17.0,80.0,3.2
2012,76000,1,0,16.07,181.0,8.75
2015,27000,1,1,21.19,88.73,5.99
2011,37000,1,1,20.0,68.05,1.8
2012,42000,3,1,9.8,180.0,6.25
2013,60000,1,1,21.9,88.76,5.45
2018,3000,1,0,16.36,187.7,52.5
2013,44000,3,0,17.1,121.4,5.6
2014,37000,3,1,17.4,117.3,6.45
2012,50000,3,1,18.5,82.85,3.7
2013,58581,3,1,19.4,86.8,3.49
2013,25500,1,1,21.9,88.76,3.55
2017,25000,3,1,10.4,163.5,9.0
2011,53766,3,1,19.0,66.1,2.7
2006,68000,3,1,19.7,46.3,1.5
2017,40000,1,1,16.0,140.0,15.9
2013,73212,1,1,22.9,74.0,5.2
2014,69000,1,0,17.05,184.0,16.25
2007,61932,1,0,14.3,140.0,3.31
2012,52000,1,0,16.09,184.0,24.0
2013,70933,1,1,21.9,88.76,3.9
2013,115195,1,1,25.2,74.0,3.85
2011,62148,3,1,11.7,178.0,8.8
2009,32000,3,1,14.28,138.03,4.95
2014,58000,1,1,22.32,126.32,5.75
2014,68598,1,1,19.01,108.45,6.17
2010,84072,1,1,17.8,75.0,3.45
2016,51264,3,1,24.07,67.1,3.2
2017,21363,3,0,13.0,121.3,13.49
2016,40000,3,0,15.04,183.0,24.5
2015,35000,3,0,10.1,152.0,14.7
2014,55000,1,1,22.7,89.84,6.0
2014,42000,1,1,24.0,70.0,3.5
2006,69000,3,1,16.6,68.0,2.15
2018,14000,1,0,17.6,126.2,11.25
2010,70000,3,1,19.0,66.1,2.0
2015,35314,1,1,23.2,73.94,4.27
2017,38691,3,1,17.8,117.3,7.68
2017,72717,1,1,12.99,100.6,14.52
2015,44000,1,1,21.14,103.52,5.75
2017,27000,3,1,15.8,110.0,8.3
2014,18500,3,0,23.1,67.04,3.95
2014,45000,3,1,15.04,103.6,4.8
2017,42000,1,1,23.59,67.04,6.25
2012,90000,1,1,19.4,70.0,2.5
2014,82329,3,0,18.0,117.3,7.5
2010,80302,3,1,17.0,118.0,3.5
2009,60000,3,1,14.53,138.0,2.25
2014,70000,3,1,16.78,88.73,3.25
2016,45000,1,0,17.05,184.0,28.5
2006,44000,3,0,16.4,78.0,1.5
2017,25500,1,1,22.54,88.73,7.0
2015,61786,1,1,19.67,126.2,10.5
2014,65000,1,0,15.73,174.33,21.5
2016,77000,1,0,12.63,147.5,35.0
2015,34000,1,0,21.66,103.52,7.99
2015,59751,3,0,23.1,67.04,4.88
2015,30000,3,1,20.73,91.1,6.55
2015,60146,1,0,14.16,174.3,29.64
2013,44731,1,1,20.0,68.0,4.34
2014,43316,3,1,18.88,123.37,6.22
2009,92000,3,1,17.0,118.0,2.25
2015,50000,1,0,16.36,187.7,38.0
2008,69000,3,1,20.4,81.8,2.15
2014,60280,1,0,22.48,190.0,22.45
2017,48161,1,0,15.0,107.3,20.87
2013,41000,3,1,19.4,86.8,3.1
2016,6000,3,1,18.6,81.83,5.95
2010,76000,1,1,11.5,171.0,9.25
2011,15590,3,1,19.81,68.05,2.25
2016,69681,3,1,17.0,80.0,6.13
2014,49112,3,0,15.5,86.7,3.79
2013,15200,3,0,16.95,78.9,3.85
2013,86300,1,1,22.07,73.9,4.5
2018,26731,3,1,21.1,100.0,8.61
2016,74000,1,1,21.9,88.76,6.5
2015,65000,1,1,12.99,100.6,15.0
2017,20000,3,0,23.1,67.04,4.7
2015,122086,1,0,19.3,141.0,12.99
2018,35442,3,1,17.3,117.3,7.32
2015,62542,1,1,23.9,126.2,6.5
2012,26671,3,1,17.0,118.0,5.67
2014,83500,1,1,19.68,67.0,3.0
2015,46166,1,1,26.21,88.5,5.5
2015,25200,3,1,18.9,67.1,3.35
2017,23249,3,0,19.16,175.67,26.11
2016,40310,3,1,18.6,81.83,7.09
2012,82069,0,1,21.4,103.3,2.65
2018,10000,3,1,18.9,81.86,6.5
2012,94000,1,1,22.07,73.9,4.5
2012,52818,3,1,16.47,73.9,3.82
2013,61238,1,1,20.45,83.8,5.25
2016,54253,3,0,14.67,177.46,16.81
2013,71000,1,0,14.16,174.3,21.5
2017,20000,1,1,27.39,74.0,8.5
2013,75000,3,1,16.47,73.9,3.25
2019,11827,1,0,13.5,175.56,27.11
2015,51579,3,1,20.73,91.1,5.95
2015,65178,1,1,19.87,83.8,6.79
2016,25350,3,1,21.1,55.2,2.55
2008,92000,3,1,10.8,152.0,3.7
2014,45000,3,1,17.01,121.3,6.75
2015,46000,3,1,14.28,138.03,6.95
2011,79940,3,1,15.5,103.3,2.78
2016,28851,3,1,16.47,73.9,6.18
2015,63000,1,0,14.16,174.3,36.0
2012,77283,3,1,17.0,118.0,5.81
2014,38958,3,1,22.5,67.04,3.41
2018,8900,1,0,13.5,175.56,26.5
2015,38000,3,0,14.7,177.5,16.0
2017,44887,1,1,19.67,126.2,12.13
2009,85000,3,1,19.7,46.3,1.8
2013,100000,3,1,16.8,116.3,6.25
2016,26239,3,1,22.7,53.0,2.75
2011,97000,1,1,17.67,138.08,6.0
2013,28000,3,0,14.8,120.7,11.56
2014,20364,3,0,17.21,103.6,5.2
2014,64637,1,1,22.77,98.59,7.52
2017,15731,3,1,15.29,121.3,12.49
2019,56251,1,1,14.24,174.5,35.82
2017,28000,3,1,20.85,83.14,6.25
2015,20045,3,1,17.0,80.0,6.22
2016,34004,3,1,15.4,117.3,8.02
2014,21000,3,1,23.1,67.04,3.75
2012,31000,3,1,20.36,78.9,2.25
2013,8950,3,1,17.71,78.9,3.55
2015,20000,3,1,21.1,55.2,2.66
2011,60000,3,1,17.0,118.0,4.95
2016,52000,1,1,25.0,69.01,2.4
2016,26000,3,1,15.29,121.3,12.5
2013,32425,3,1,20.51,67.04,3.0
2017,54758,1,1,28.4,73.75,6.67
2008,59833,3,1,13.8,70.0,1.97
2013,30000,3,1,16.47,73.9,2.8
2011,40496,3,1,20.36,78.9,2.65
2014,45000,1,1,18.2,73.74,4.75
2011,34000,3,0,10.5,157.7,19.0
2012,62000,1,1,17.8,75.0,4.5
2012,123600,1,1,15.1,140.0,8.25
2014,80102,3,1,17.71,78.9,3.5
2013,55000,1,1,15.1,140.0,8.5
2015,48200,3,1,15.29,121.3,9.0
2014,90000,1,1,26.0,98.6,6.75
2014,123900,1,1,19.3,73.9,5.4
2015,13008,3,1,20.51,67.04,3.5
2012,60500,3,1,21.1,55.2,2.6
2017,53841,1,0,11.36,171.5,20.5
2017,47183,3,1,15.8,121.3,11.31
2018,10000,3,1,20.51,67.04,4.5
2017,3923,3,1,23.1,67.04,5.2
2011,85000,1,1,12.05,120.0,5.25
2018,6279,3,1,22.7,53.64,3.6
2014,74500,1,1,21.2,75.0,3.3
2013,42000,1,1,22.7,126.24,5.85
2014,56510,3,1,19.1,85.8,3.9
2009,88000,1,0,16.55,140.0,7.98
2014,36631,3,0,16.5,86.8,4.3
2011,34000,3,1,18.9,67.1,2.25
2013,49000,3,1,19.81,68.05,3.2
2012,65254,1,1,22.32,126.32,6.55
2014,95000,1,1,22.32,126.32,6.9
2009,83000,1,1,23.2,73.94,2.95
2017,101065,1,1,20.5,126.2,11.45
2017,15134,3,1,21.4,83.1,6.37
2011,72000,1,1,22.32,126.3,5.0
2012,120000,1,1,22.3,74.0,2.6
2010,45000,3,1,18.5,80.0,1.9
2017,22874,3,1,15.1,73.0,4.44
2012,58000,1,0,22.69,190.0,15.3
2016,86000,1,1,25.47,88.5,8.2
2014,69000,3,0,16.9,81.86,5.25
2016,55001,3,0,16.93,103.2,8.5
2015,28000,1,0,15.73,174.33,23.75
2013,53213,3,1,19.81,68.05,2.74
2016,44340,1,0,16.96,138.03,13.83
2017,16900,3,1,21.1,100.0,6.99
2009,57000,3,1,19.81,68.05,2.25
2013,83165,1,1,12.8,102.0,11.49
2012,24735,3,1,18.6,79.4,2.87
2009,60000,3,1,9.8,180.0,3.5
2017,60357,1,1,25.32,77.0,4.49
2011,77000,1,1,22.07,73.9,2.9
2014,85301,3,1,12.4,132.0,12.36
2011,50000,1,0,11.79,120.0,6.0
2015,39000,1,1,25.6,98.6,5.49
2015,46190,1,1,22.07,73.9,5.86
2015,83000,1,1,16.0,140.0,9.0
2016,33000,3,1,16.09,103.5,7.7
2017,27279,3,1,17.4,117.3,9.47
2014,53900,1,0,14.16,174.3,29.0
2012,63998,3,0,17.0,118.0,5.42
2016,57932,3,1,20.4,81.8,6.39
2015,25000,3,1,22.74,47.3,2.75
2012,53000,3,1,17.92,62.1,2.35
2015,43053,3,1,18.9,67.1,4.65
2014,75000,1,1,26.0,98.6,6.0
2012,89000,3,1,16.8,116.3,3.5
2014,75578,1,1,25.1,98.6,7.0
2014,46676,3,1,17.0,121.3,7.75
2014,51349,3,1,24.07,67.1,2.93
2014,34233,1,0,14.21,203.0,22.5
2008,82500,3,1,14.0,64.0,1.75
2015,63000,1,1,19.72,108.45,8.2
2011,77001,1,1,12.05,120.0,4.49
2011,61111,3,1,19.0,67.1,2.6
2011,43000,3,1,20.36,78.9,2.49
2013,47000,3,0,16.5,86.8,5.4
2017,34000,3,0,20.51,67.0,4.35
2018,22060,1,0,18.51,147.51,32.73
2011,80000,3,1,18.9,67.1,2.5
2015,13506,1,0,18.25,187.74,21.66
2016,16000,3,1,25.17,53.3,2.99
2016,31006,3,1,24.7,47.3,2.61
2013,91200,1,1,12.99,100.0,8.25
2015,43000,3,0,14.53,138.1,12.5
2015,45000,1,1,25.83,99.0,5.5
2014,28637,3,1,19.4,86.8,5.53
2014,84000,1,1,12.05,120.0,6.85
2012,77000,1,1,12.05,120.0,4.93
2012,75000,1,0,12.39,147.51,17.5
2011,76155,3,1,18.6,79.4,1.95
2014,98000,1,1,22.9,74.0,6.1
2008,48233,3,1,13.4,125.0,1.8
2015,34063,3,1,21.1,55.2,4.01
2013,32576,3,1,19.5,88.76,3.15
2015,28843,3,0,17.01,110.5,5.49
2016,26000,1,0,19.6,108.45,10.0
2013,39000,3,0,15.6,116.3,4.55
2010,66000,3,1,19.7,46.3,1.5
2011,38002,3,1,20.36,78.9,2.15
2010,49000,3,1,18.0,62.0,1.4
2014,52000,1,1,21.14,103.6,6.2
2013,56500,1,0,17.68,174.33,19.8
2015,20568,3,1,18.7,88.7,5.6
2015,26000,3,1,15.29,121.3,9.5
2012,56000,3,1,18.6,79.4,2.21
2017,27509,3,1,22.7,53.64,3.31
2016,36216,3,1,19.1,81.86,5.44
2009,28888,3,0,10.0,157.7,7.56
2011,120000,1,1,22.9,74.0,3.2
2018,31396,3,1,23.1,67.04,5.53
2015,79000,1,0,19.3,141.0,17.0
2010,62000,3,0,16.8,118.0,3.55
2016,53000,3,0,14.67,177.46,17.85
2015,26725,3,0,23.1,67.04,4.25
2014,45617,1,1,20.77,88.76,5.85
2013,37000,1,0,20.0,107.3,13.0
2010,109147,1,1,14.0,112.0,2.65
2014,59000,1,1,25.8,98.6,4.75
2015,28000,3,1,25.17,53.3,2.65
2017,4700,3,1,25.17,53.3,3.0
2014,57539,1,0,22.32,126.32,7.75
2016,42000,1,0,11.36,171.5,19.6
2010,62489,3,1,17.0,80.0,2.6
2013,51167,3,1,16.47,73.9,3.76
2007,63000,3,1,17.7,78.0,1.75
2011,60000,3,1,16.2,103.2,3.95
2011,115692,1,0,20.0,138.1,4.5
2015,40901,3,1,18.6,81.83,5.76
2013,36264,3,1,20.36,78.9,4.32
2009,60000,3,1,19.81,68.05,1.9
2018,20000,3,1,17.0,74.0,5.5
2014,68400,3,0,12.98,178.4,13.5
2013,71231,1,1,16.0,140.0,9.75
2011,75000,1,0,17.2,138.1,9.44
2018,1997,3,0,22.5,67.0,4.45
2016,47300,1,1,24.3,88.5,8.85
2013,47910,1,1,20.54,103.6,4.89
2015,62000,1,1,20.14,88.8,6.25
2012,65060,1,1,22.9,74.0,4.8
2008,82203,3,1,19.81,68.05,1.8
2013,44000,1,1,16.0,140.0,7.25
2014,53817,1,1,25.47,88.5,7.56
2013,61591,1,1,16.0,140.0,6.82
2011,86500,1,1,21.12,88.8,1.8
2009,100000,1,0,11.0,198.5,11.5
2010,87000,3,1,15.6,104.68,2.8
2016,35000,3,0,20.51,67.0,5.5
2016,6000,3,1,20.63,67.06,2.7
2014,59327,1,1,20.0,68.0,3.25
2014,81001,1,0,17.2,138.1,10.9
2014,44612,3,1,18.5,80.0,4.07
2016,42388,1,0,11.36,171.5,18.0
2012,54000,3,1,19.4,86.8,2.95
2011,83010,1,0,17.2,138.1,7.5
2015,36000,1,0,12.55,168.7,21.5
2008,85000,3,1,16.51,103.2,2.5
2016,35000,1,1,27.3,98.6,5.5
2012,54000,3,0,14.53,138.1,7.5
2007,70000,3,1,16.9,100.0,1.55
2017,27001,1,0,20.68,190.0,29.0
2019,41075,1,1,28.4,74.0,8.4
2016,26000,1,1,25.32,77.0,6.5
2010,55000,3,1,16.0,90.0,2.35
2016,19000,3,1,20.4,81.8,5.55
2016,15000,3,0,18.9,82.0,5.35
2016,37000,3,1,17.8,86.7,5.25
2017,38712,3,1,18.9,81.86,5.87
2014,52400,1,1,20.54,103.6,5.36
2016,23988,1,1,28.09,88.5,7.75
2014,32283,3,0,14.4,103.6,5.41
2010,52000,3,1,18.5,80.0,3.65
2016,32000,3,0,16.5,86.8,5.25
2014,39000,3,1,17.4,117.3,6.25
2017,14149,3,1,23.9,37.48,3.47
2015,34000,3,0,13.7,157.75,13.65
2018,2000,3,1,22.0,81.8,7.75
2011,82321,1,1,12.8,102.0,10.05
2011,7000,3,0,12.05,154.0,9.75
2015,27000,1,0,17.9,136.0,23.0
2019,31271,1,1,13.68,147.8,21.42
2014,24000,1,1,25.2,74.0,5.21
2010,115000,3,1,18.6,79.4,1.75
2010,82000,1,1,13.8,68.0,1.0
2016,20000,1,0,19.27,170.0,33.0
2011,45560,3,1,17.6,88.73,2.2
2017,57539,1,1,12.8,102.0,12.83
2012,54500,1,1,21.13,108.4,4.1
2016,27886,3,1,22.0,55.0,2.85
2007,66000,3,0,11.1,158.8,3.7
2013,72202,1,0,20.0,138.1,9.06
2011,70000,3,1,13.4,157.8,4.75
2015,78233,1,1,26.0,98.6,6.6
2007,120203,1,1,13.93,138.0,3.5
2011,20575,3,1,19.0,67.1,2.0
2013,39879,3,1,17.8,86.7,3.89
2017,31056,3,1,23.01,67.0,3.6
2015,50940,3,0,19.12,91.1,6.95
2016,99362,1,1,22.54,88.73,7.03
2016,54000,1,1,13.68,147.8,16.5
2016,54268,1,1,28.09,88.5,7.67
2017,38932,3,1,19.1,82.0,6.21
2016,29000,1,1,24.4,71.0,5.95
2011,58000,1,0,16.55,140.0,11.0
2016,60913,3,1,20.73,91.1,7.19
2011,65000,1,1,12.8,102.0,6.4
2015,26000,1,1,15.8,170.0,26.0
2016,19947,3,1,20.36,78.9,4.5
2011,70816,3,0,16.95,78.9,3.1
2015,54000,1,1,27.39,74.0,5.95
2013,80264,3,1,21.1,85.8,4.3
2015,49000,3,1,14.28,138.03,8.95
2012,111000,1,1,23.59,67.1,4.75
2016,33690,3,1,14.28,138.03,14.6
2012,50000,1,0,17.68,174.33,17.5
2012,38092,1,1,20.77,88.8,5.2
2017,47774,3,1,18.9,82.0,6.04
2019,65000,1,0,26.59,74.0,6.75
2011,46000,3,1,15.26,103.5,2.35
2017,16500,3,1,23.84,84.0,5.0
2016,39000,3,1,17.8,117.3,6.95
2018,6000,3,1,19.5,86.76,6.7
2015,60000,1,0,17.11,174.33,25.0
2011,97320,3,0,14.4,103.6,3.75
2011,99807,1,1,20.54,103.6,3.75
